,#,R_fighter,B_fighter,Referee,date,location,Winner,weight_class,no_of_rounds,B_losses,B_total_rounds_fought,B_wins,B_Stance,B_Height_cms,B_Weight_lbs,R_losses,R_total_rounds_fought,R_wins,R_Stance,R_Height_cms,R_Weight_lbs,B_age,R_age
4967,4967,Jeremy Horn,Chuck Liddell,John McCarthy,1999-03-05,"Bay St. Louis, Mississippi, USA",Red,Middleweight,2,0.0,1.0,1.0,Orthodox,187.96,205.0,2.0,3.0,0.0,Orthodox,185.42,185.0,29.0,23.0
4968,4968,Kevin Randleman,Maurice Smith,John McCarthy,1999-03-05,"Bay St. Louis, Mississippi, USA",Red,Heavyweight,2,1.0,7.0,2.0,Orthodox,187.96,221.0,0.0,0.0,0.0,Orthodox,177.8,205.0,37.0,27.0
4969,4969,Evan Tanner,Valeri Ignatov,John McCarthy,1999-03-05,"Bay St. Louis, Mississippi, USA",Red,Middleweight,2,0.0,0.0,0.0,Orthodox,175.26,170.0,0.0,1.0,1.0,Orthodox,182.88,185.0,,28.0
4970,4970,Pete Williams,Jason Godsey,Tony Mullinax,1999-03-05,"Bay St. Louis, Mississippi, USA",Red,Heavyweight,2,0.0,0.0,0.0,Orthodox,187.96,230.0,1.0,4.0,1.0,Orthodox,190.5,235.0,,23.0
4971,4971,Sione Latu,Joey Roberts,Tony Mullinax,1999-03-05,"Bay St. Louis, Mississippi, USA",Red,Heavyweight,2,0.0,0.0,0.0,,187.96,200.0,0.0,0.0,0.0,,182.88,215.0,,
4972,4972,Bas Rutten,Tsuyoshi Kohsaka,John McCarthy,1999-01-08,"New Orleans, Louisiana, USA",Red,Heavyweight,2,0.0,4.0,2.0,Orthodox,180.34,225.0,0.0,0.0,0.0,Orthodox,185.42,205.0,28.0,33.0
4973,4973,Pat Miletich,Jorge Patino,John McCarthy,1999-01-08,"New Orleans, Louisiana, USA",Red,Welterweight,3,0.0,0.0,0.0,Orthodox,172.72,170.0,0.0,6.0,3.0,Orthodox,177.8,170.0,25.0,30.0
4974,4974,Pedro Rizzo,Mark Coleman,John McCarthy,1999-01-08,"New Orleans, Louisiana, USA",Red,Heavyweight,2,2.0,11.0,6.0,Orthodox,185.42,205.0,0.0,1.0,1.0,Orthodox,185.42,241.0,34.0,24.0
4975,4975,Tito Ortiz,Jerry Bohlander,John McCarthy,1999-01-08,"New Orleans, Louisiana, USA",Red,Middleweight,2,1.0,6.0,5.0,Orthodox,180.34,199.0,1.0,2.0,1.0,Orthodox,190.5,205.0,24.0,23.0
4976,4976,Mikey Burnett,Townsend Saunders,Tony Mullinax,1999-01-08,"New Orleans, Louisiana, USA",Red,Lightweight,2,1.0,2.0,0.0,Orthodox,165.1,170.0,1.0,4.0,1.0,Orthodox,167.64,170.0,,24.0
4977,4977,Evan Tanner,Darrel Gholar,John McCarthy,1999-01-08,"New Orleans, Louisiana, USA",Red,Middleweight,2,0.0,0.0,0.0,Orthodox,172.72,194.0,0.0,0.0,0.0,Orthodox,182.88,185.0,,27.0
4978,4978,Laverne Clark,Frank Caracci,Tony Mullinax,1999-01-08,"New Orleans, Louisiana, USA",Red,Lightweight,2,0.0,0.0,0.0,,,,0.0,0.0,0.0,Orthodox,180.34,170.0,,25.0
4979,4979,Frank Shamrock,John Lober,John McCarthy,1998-10-16,"Sao Paulo, Brazil",Red,Light Heavyweight,3,0.0,0.0,0.0,Orthodox,180.34,199.0,0.0,4.0,3.0,Orthodox,177.8,185.0,30.0,25.0
4980,4980,Vitor Belfort,Wanderlei Silva,John McCarthy,1998-10-16,"Sao Paulo, Brazil",Red,Middleweight,2,0.0,0.0,0.0,Orthodox,180.34,205.0,1.0,5.0,4.0,Southpaw,182.88,185.0,22.0,21.0
4981,4981,Pedro Rizzo,David Abbott,John McCarthy,1998-10-16,"Sao Paulo, Brazil",Red,Heavyweight,2,6.0,16.0,8.0,Switch,182.88,265.0,0.0,0.0,0.0,Orthodox,185.42,241.0,,24.0
4982,4982,Pat Miletich,Mikey Burnett,John McCarthy,1998-10-16,"Sao Paulo, Brazil",Red,Welterweight,3,0.0,1.0,1.0,Orthodox,167.64,170.0,0.0,3.0,2.0,Orthodox,177.8,170.0,24.0,30.0
4983,4983,Tsuyoshi Kohsaka,Pete Williams,John McCarthy,1998-10-16,"Sao Paulo, Brazil",Red,Heavyweight,2,0.0,2.0,1.0,Orthodox,190.5,235.0,0.0,2.0,1.0,Orthodox,180.34,225.0,23.0,28.0
4984,4984,Ebenezer Fontes Braga,Jeremy Horn,John McCarthy,1998-10-16,"Sao Paulo, Brazil",Red,Middleweight,2,1.0,2.0,0.0,Orthodox,185.42,185.0,0.0,0.0,0.0,Orthodox,182.88,199.0,23.0,29.0
4985,4985,Frank Shamrock,Jeremy Horn,John McCarthy,1998-05-15,"Mobile, Alabama, USA",Red,Light Heavyweight,3,0.0,0.0,0.0,Orthodox,185.42,185.0,0.0,2.0,2.0,Orthodox,177.8,185.0,22.0,25.0
4986,4986,Pete Williams,Mark Coleman,John McCarthy,1998-05-15,"Mobile, Alabama, USA",Red,Heavyweight,2,1.0,9.0,6.0,Orthodox,185.42,205.0,0.0,0.0,0.0,Orthodox,190.5,235.0,33.0,22.0
4987,4987,Dan Henderson,Carlos Newton,John McCarthy,1998-05-15,"Mobile, Alabama, USA",Red,Middleweight,2,0.0,1.0,1.0,Orthodox,175.26,170.0,0.0,2.0,1.0,Orthodox,180.34,185.0,21.0,27.0
4988,4988,David Abbott,Hugo Duarte,John McCarthy,1998-05-15,"Mobile, Alabama, USA",Red,Heavyweight,2,0.0,0.0,0.0,Orthodox,182.88,240.0,6.0,15.0,7.0,Switch,182.88,265.0,29.0,
4989,4989,Mike van Arsdale,Joe Pardo,John McCarthy,1998-05-15,"Mobile, Alabama, USA",Red,Heavyweight,2,0.0,0.0,0.0,Southpaw,185.42,210.0,0.0,0.0,0.0,Switch,187.96,205.0,,32.0
4990,4990,Carlos Newton,Bob Gilstrap,Joe Hamilton,1998-05-15,"Mobile, Alabama, USA",Red,Middleweight,2,0.0,0.0,0.0,Orthodox,190.5,200.0,0.0,0.0,0.0,Orthodox,175.26,170.0,,21.0
4991,4991,Dan Henderson,Allan Goes,Joe Hamilton,1998-05-15,"Mobile, Alabama, USA",Red,Middleweight,2,0.0,0.0,0.0,Orthodox,182.88,205.0,0.0,0.0,0.0,Orthodox,180.34,185.0,27.0,27.0
4992,4992,Chuck Liddell,Noe Hernandez,Joe Hamilton,1998-05-15,"Mobile, Alabama, USA",Red,Middleweight,1,0.0,0.0,0.0,Orthodox,,,0.0,0.0,0.0,Orthodox,187.96,205.0,,28.0
4993,4993,Frank Shamrock,Igor Zinoviev,John McCarthy,1998-03-13,"New Orleans, Louisiana, USA",Red,Light Heavyweight,3,0.0,0.0,0.0,Orthodox,185.42,199.0,0.0,1.0,1.0,Orthodox,177.8,185.0,,25.0
4994,4994,Tsuyoshi Kohsaka,Kimo Leopoldo,John McCarthy,1998-03-13,"New Orleans, Louisiana, USA",Red,Heavyweight,2,2.0,3.0,1.0,Orthodox,190.5,235.0,0.0,0.0,0.0,Orthodox,180.34,225.0,30.0,28.0
4995,4995,Pat Miletich,Chris Brennan,John McCarthy,1998-03-13,"New Orleans, Louisiana, USA",Red,Lightweight,2,0.0,0.0,0.0,Orthodox,172.72,170.0,0.0,2.0,1.0,Orthodox,177.8,170.0,26.0,30.0
4996,4996,Jerry Bohlander,Kevin Jackson,John McCarthy,1998-03-13,"New Orleans, Louisiana, USA",Red,Middleweight,2,1.0,3.0,2.0,Switch,177.8,199.0,1.0,5.0,4.0,Orthodox,180.34,199.0,,24.0
4997,4997,Pat Miletich,Townsend Saunders,Joe Hamilton,1998-03-13,"New Orleans, Louisiana, USA",Red,Lightweight,2,0.0,0.0,0.0,Orthodox,165.1,170.0,0.0,0.0,0.0,Orthodox,177.8,170.0,,30.0
4998,4998,Mikey Burnett,Eugenio Tadeu,Joe Hamilton,1998-03-13,"New Orleans, Louisiana, USA",Red,Lightweight,2,0.0,0.0,0.0,Orthodox,172.72,160.0,0.0,0.0,0.0,Orthodox,167.64,170.0,,23.0
4999,4999,Randy Couture,Maurice Smith,John McCarthy,1997-12-21,"Yokohama, Kanagawa, Japan",Red,Heavyweight,3,0.0,4.0,2.0,Orthodox,187.96,221.0,0.0,3.0,3.0,Orthodox,185.42,205.0,36.0,34.0
5000,5000,Kazushi Sakuraba,Marcus Silveira,John McCarthy,1997-12-21,"Yokohama, Kanagawa, Japan",Red,Heavyweight,2,1.0,1.0,0.0,Orthodox,190.5,242.0,1.0,1.0,0.0,Southpaw,182.88,185.0,,28.0
5001,5001,Vitor Belfort,Joe Charles,John McCarthy,1997-12-21,"Yokohama, Kanagawa, Japan",Red,Heavyweight,2,1.0,1.0,0.0,Southpaw,185.42,260.0,1.0,4.0,3.0,Southpaw,182.88,185.0,,20.0
5002,5002,Frank Shamrock,Kevin Jackson,John McCarthy,1997-12-21,"Yokohama, Kanagawa, Japan",Red,Light Heavyweight,3,0.0,2.0,2.0,Switch,177.8,199.0,0.0,0.0,0.0,Orthodox,177.8,185.0,,25.0
5003,5003,Kazushi Sakuraba,Marcus Silveira,John McCarthy,1997-12-21,"Yokohama, Kanagawa, Japan",Draw,Heavyweight,2,0.0,0.0,0.0,Orthodox,190.5,242.0,0.0,0.0,0.0,Southpaw,182.88,185.0,,28.0
5004,5004,David Abbott,Yoji Anjo,John McCarthy,1997-12-21,"Yokohama, Kanagawa, Japan",Red,Heavyweight,2,0.0,0.0,0.0,Orthodox,180.34,205.0,6.0,13.0,6.0,Switch,182.88,265.0,30.0,
5005,5005,Tra Telligman,Brad Kohler,Joe Hamilton,1997-12-21,"Yokohama, Kanagawa, Japan",Red,Heavyweight,1,0.0,0.0,0.0,Orthodox,175.26,220.0,1.0,1.0,0.0,Orthodox,187.96,233.0,33.0,32.0
5006,5006,Maurice Smith,David Abbott,John McCarthy,1997-10-17,"Bay St. Louis, Mississippi, USA",Red,Heavyweight,3,5.0,12.0,6.0,Switch,182.88,265.0,0.0,3.0,1.0,Orthodox,187.96,221.0,,35.0
5007,5007,Mark Kerr,Dwayne Cason,John McCarthy,1997-10-17,"Bay St. Louis, Mississippi, USA",Red,Heavyweight,3,0.0,1.0,1.0,Orthodox,177.8,212.0,0.0,3.0,3.0,Switch,190.5,266.0,,28.0
5008,5008,Randy Couture,Vitor Belfort,John McCarthy,1997-10-17,"Bay St. Louis, Mississippi, USA",Red,Heavyweight,2,0.0,3.0,3.0,Southpaw,182.88,185.0,0.0,2.0,2.0,Orthodox,185.42,205.0,20.0,34.0
5009,5009,Dave Beneteau,Carlos Barreto,John McCarthy,1997-10-17,"Bay St. Louis, Mississippi, USA",Red,Heavyweight,2,0.0,0.0,0.0,Orthodox,193.04,230.0,3.0,5.0,2.0,Orthodox,187.96,250.0,,
5010,5010,Mark Kerr,Greg Stott,John McCarthy,1997-10-17,"Bay St. Louis, Mississippi, USA",Red,Heavyweight,2,0.0,0.0,0.0,Southpaw,170.18,220.0,0.0,2.0,2.0,Switch,190.5,266.0,,28.0
5011,5011,Dwayne Cason,Houston Dorr,Joe Hamilton,1997-10-17,"Bay St. Louis, Mississippi, USA",Red,Heavyweight,1,0.0,0.0,0.0,Orthodox,185.42,210.0,0.0,0.0,0.0,Orthodox,177.8,212.0,,
5012,5012,Alex Hunter,Harry Moskowitz,Joe Hamilton,1997-10-17,"Bay St. Louis, Mississippi, USA",Red,Heavyweight,1,0.0,0.0,0.0,Orthodox,195.58,275.0,0.0,1.0,1.0,Orthodox,175.26,226.0,,
5013,5013,Maurice Smith,Mark Coleman,John McCarthy,1997-07-27,"Birmingham, Alabama, USA",Red,Heavyweight,3,0.0,6.0,6.0,Orthodox,185.42,205.0,0.0,0.0,0.0,Orthodox,187.96,221.0,32.0,35.0
5014,5014,Mark Kerr,Dan Bobish,John McCarthy,1997-07-27,"Birmingham, Alabama, USA",Red,Heavyweight,3,0.0,1.0,1.0,Southpaw,187.96,345.0,0.0,1.0,1.0,Switch,190.5,266.0,27.0,28.0
5015,5015,Kevin Jackson,Tony Fryklund,John McCarthy,1997-07-27,"Birmingham, Alabama, USA",Red,Middleweight,2,0.0,1.0,1.0,Orthodox,182.88,185.0,0.0,1.0,1.0,Switch,177.8,199.0,26.0,
5016,5016,Dan Bobish,Brian Johnston,John McCarthy,1997-07-27,"Birmingham, Alabama, USA",Red,Heavyweight,2,3.0,5.0,2.0,Orthodox,190.5,230.0,0.0,0.0,0.0,Southpaw,187.96,345.0,,27.0
5017,5017,Mark Kerr,Moti Horenstein,John McCarthy,1997-07-27,"Birmingham, Alabama, USA",Red,Heavyweight,2,1.0,1.0,0.0,Orthodox,193.04,230.0,0.0,0.0,0.0,Switch,190.5,266.0,,28.0
5018,5018,Kevin Jackson,Todd Butler,John McCarthy,1997-07-27,"Birmingham, Alabama, USA",Red,Lightweight,2,0.0,0.0,0.0,Southpaw,185.42,200.0,0.0,0.0,0.0,Switch,177.8,199.0,,
5019,5019,Joe Moreira,Yuri Vaulin,John McCarthy,1997-07-27,"Birmingham, Alabama, USA",Red,Lightweight,2,0.0,0.0,0.0,Southpaw,193.04,197.0,1.0,1.0,0.0,Southpaw,180.34,195.0,,
5020,5020,Alex Hunter,Sam Fulton,Joe Hamilton,1997-07-27,"Birmingham, Alabama, USA",Red,Heavyweight,2,0.0,0.0,0.0,,,,0.0,0.0,0.0,Orthodox,175.26,226.0,,
5021,5021,Tony Fryklund,Donnie Chappell,Joe Hamilton,1997-07-27,"Birmingham, Alabama, USA",Red,Lightweight,2,0.0,0.0,0.0,Southpaw,180.34,178.0,0.0,0.0,0.0,Orthodox,182.88,185.0,,26.0
5022,5022,Vitor Belfort,David Abbott,John McCarthy,1997-05-30,"Augusta, Georgia, USA",Red,Heavyweight,3,4.0,11.0,6.0,Switch,182.88,265.0,0.0,2.0,2.0,Southpaw,182.88,185.0,,20.0
5023,5023,Randy Couture,Steven Graham,John McCarthy,1997-05-30,"Augusta, Georgia, USA",Red,Heavyweight,2,0.0,1.0,1.0,Orthodox,185.42,290.0,0.0,1.0,1.0,Orthodox,185.42,205.0,,33.0
5024,5024,Guy Mezger,Tito Ortiz,John McCarthy,1997-05-30,"Augusta, Georgia, USA",Red,Lightweight,2,0.0,1.0,1.0,Orthodox,190.5,205.0,0.0,3.0,2.0,Orthodox,185.42,200.0,22.0,29.0
5025,5025,Randy Couture,Tony Halme,John McCarthy,1997-05-30,"Augusta, Georgia, USA",Red,Heavyweight,2,0.0,0.0,0.0,Orthodox,190.5,300.0,0.0,0.0,0.0,Orthodox,185.42,205.0,34.0,33.0
5026,5026,Steven Graham,Dmitri Stepanov,John McCarthy,1997-05-30,"Augusta, Georgia, USA",Red,Heavyweight,2,0.0,0.0,0.0,Orthodox,190.5,217.0,0.0,0.0,0.0,Orthodox,185.42,290.0,,
5027,5027,Enson Inoue,Royce Alger,John McCarthy,1997-05-30,"Augusta, Georgia, USA",Red,Lightweight,2,0.0,0.0,0.0,Orthodox,177.8,199.0,0.0,0.0,0.0,Orthodox,177.8,210.0,,30.0
5028,5028,Guy Mezger,Christophe Leninger,John McCarthy,1997-05-30,"Augusta, Georgia, USA",Red,Lightweight,2,1.0,1.0,0.0,Southpaw,182.88,200.0,0.0,1.0,1.0,Orthodox,185.42,200.0,,29.0
5029,5029,Jack Nilson,Saeed Hosseini,Joe Hamilton,1997-05-30,"Augusta, Georgia, USA",Red,Lightweight,2,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,
5030,5030,Tito Ortiz,Wes Albritton,Joe Hamilton,1997-05-30,"Augusta, Georgia, USA",Red,Lightweight,2,0.0,0.0,0.0,Orthodox,177.8,188.0,0.0,0.0,0.0,Orthodox,190.5,205.0,,22.0
5031,5031,Mark Coleman,Dan Severn,John McCarthy,1997-02-07,"Dothan, Alabama, USA",Red,Heavyweight,3,2.0,14.0,9.0,Southpaw,187.96,250.0,0.0,5.0,5.0,Orthodox,185.42,205.0,38.0,32.0
5032,5032,Vitor Belfort,Scott Ferrozzo,John McCarthy,1997-02-07,"Dothan, Alabama, USA",Red,Heavyweight,3,1.0,4.0,2.0,Orthodox,180.34,323.0,0.0,1.0,1.0,Southpaw,182.88,185.0,31.0,19.0
5033,5033,Jerry Bohlander,Nick Sanzo,John McCarthy,1997-02-07,"Dothan, Alabama, USA",Red,Lightweight,3,0.0,0.0,0.0,,175.26,190.0,1.0,4.0,3.0,Orthodox,180.34,199.0,,22.0
5034,5034,Vitor Belfort,Tra Telligman,John McCarthy,1997-02-07,"Dothan, Alabama, USA",Red,Heavyweight,2,0.0,0.0,0.0,Orthodox,187.96,233.0,0.0,0.0,0.0,Southpaw,182.88,185.0,32.0,19.0
5035,5035,Scott Ferrozzo,Jim Mullen,John McCarthy,1997-02-07,"Dothan, Alabama, USA",Red,Heavyweight,2,0.0,0.0,0.0,Southpaw,185.42,215.0,1.0,3.0,1.0,Orthodox,180.34,323.0,,31.0
5036,5036,Yoshiki Takahashi,Wallid Ismail,John McCarthy,1997-02-07,"Dothan, Alabama, USA",Red,Lightweight,2,0.0,0.0,0.0,Orthodox,170.18,205.0,0.0,0.0,0.0,Southpaw,180.34,199.0,28.0,27.0
5037,5037,Jerry Bohlander,Rainy Martinez,John McCarthy,1997-02-07,"Dothan, Alabama, USA",Red,Lightweight,2,0.0,0.0,0.0,Orthodox,182.88,199.0,1.0,3.0,2.0,Orthodox,180.34,199.0,,22.0
5038,5038,Don Frye,David Abbott,John McCarthy,1996-12-07,"Birmingham, Alabama, USA",Red,Catch Weight,3,3.0,10.0,6.0,Switch,182.88,265.0,1.0,9.0,8.0,Orthodox,185.42,219.0,,31.0
5039,5039,David Abbott,Steve Nelmark,John McCarthy,1996-12-07,"Birmingham, Alabama, USA",Red,Open Weight,2,0.0,1.0,1.0,Orthodox,182.88,240.0,3.0,9.0,5.0,Switch,182.88,265.0,,
5040,5040,Don Frye,Mark Hall,John McCarthy,1996-12-07,"Birmingham, Alabama, USA",Red,Open Weight,2,2.0,4.0,2.0,Orthodox,182.88,190.0,1.0,8.0,7.0,Orthodox,185.42,219.0,,31.0
5041,5041,Ken Shamrock,Brian Johnston,John McCarthy,1996-12-07,"Birmingham, Alabama, USA",Red,Open Weight,2,2.0,4.0,2.0,Orthodox,190.5,230.0,4.0,13.0,5.0,Orthodox,185.42,205.0,,32.0
5042,5042,Kimo Leopoldo,Paul Varelans,John McCarthy,1996-12-07,"Birmingham, Alabama, USA",Red,Open Weight,2,3.0,7.0,4.0,Orthodox,203.2,300.0,2.0,2.0,0.0,Orthodox,190.5,235.0,,28.0
5043,5043,David Abbott,Cal Worsham,John McCarthy,1996-12-07,"Birmingham, Alabama, USA",Red,Open Weight,2,1.0,2.0,1.0,Orthodox,180.34,230.0,3.0,8.0,4.0,Switch,182.88,265.0,,
5044,5044,Don Frye,Gary Goodridge,John McCarthy,1996-12-07,"Birmingham, Alabama, USA",Red,Open Weight,2,3.0,6.0,3.0,Orthodox,190.5,249.0,1.0,7.0,6.0,Orthodox,185.42,219.0,30.0,31.0
5045,5045,Scott Ferrozzo,David Abbott,John McCarthy,1996-09-20,"Augusta, Georgia, USA",Red,Open Weight,2,2.0,6.0,4.0,Switch,182.88,265.0,1.0,1.0,0.0,Orthodox,180.34,323.0,,31.0
5046,5046,Mark Coleman,Brian Johnston,John McCarthy,1996-09-20,"Augusta, Georgia, USA",Red,Open Weight,2,1.0,3.0,2.0,Orthodox,190.5,230.0,0.0,4.0,4.0,Orthodox,185.42,205.0,,31.0
5047,5047,Jerry Bohlander,Fabio Gurgel,John McCarthy,1996-09-20,"Augusta, Georgia, USA",Red,Open Weight,1,0.0,0.0,0.0,Orthodox,182.88,205.0,1.0,2.0,1.0,Orthodox,180.34,199.0,,22.0
5048,5048,David Abbott,Sam Adkins,John McCarthy,1996-09-20,"Augusta, Georgia, USA",Red,Open Weight,1,1.0,1.0,0.0,Orthodox,190.5,225.0,2.0,5.0,3.0,Switch,182.88,265.0,31.0,
5049,5049,Brian Johnston,Reza Nasri,John McCarthy,1996-09-20,"Augusta, Georgia, USA",Red,Open Weight,1,0.0,0.0,0.0,Orthodox,180.34,205.0,1.0,2.0,1.0,Orthodox,190.5,230.0,,
5050,5050,Mark Coleman,Julian Sanchez,John McCarthy,1996-09-20,"Augusta, Georgia, USA",Red,Open Weight,1,0.0,0.0,0.0,Orthodox,190.5,300.0,0.0,3.0,3.0,Orthodox,185.42,205.0,,31.0
5051,5051,Mark Coleman,Don Frye,John McCarthy,1996-07-12,"Birmingham, Alabama, USA",Red,Catch Weight,3,0.0,6.0,6.0,Orthodox,185.42,219.0,0.0,2.0,2.0,Orthodox,185.42,205.0,30.0,31.0
5052,5052,Mark Coleman,Gary Goodridge,John McCarthy,1996-07-12,"Birmingham, Alabama, USA",Red,Open Weight,2,2.0,5.0,3.0,Orthodox,190.5,249.0,0.0,1.0,1.0,Orthodox,185.42,205.0,30.0,31.0
5053,5053,Don Frye,Brian Johnston,John McCarthy,1996-07-12,"Birmingham, Alabama, USA",Red,Open Weight,2,0.0,1.0,1.0,Orthodox,190.5,230.0,0.0,5.0,5.0,Orthodox,185.42,219.0,,30.0
5054,5054,Gary Goodridge,John Campetella,John McCarthy,1996-07-12,"Birmingham, Alabama, USA",Red,Open Weight,2,0.0,0.0,0.0,Orthodox,175.26,235.0,2.0,4.0,2.0,Orthodox,190.5,249.0,,30.0
5055,5055,Mark Coleman,Moti Horenstein,John McCarthy,1996-07-12,"Birmingham, Alabama, USA",Red,Open Weight,2,0.0,0.0,0.0,Orthodox,193.04,230.0,0.0,0.0,0.0,Orthodox,185.42,205.0,,31.0
5056,5056,Brian Johnston,Scott Fiedler,John McCarthy,1996-07-12,"Birmingham, Alabama, USA",Red,Open Weight,2,0.0,0.0,0.0,Orthodox,193.04,235.0,0.0,0.0,0.0,Orthodox,190.5,230.0,,
5057,5057,Don Frye,Mark Hall,John McCarthy,1996-07-12,"Birmingham, Alabama, USA",Red,Open Weight,2,1.0,3.0,2.0,Orthodox,182.88,190.0,0.0,4.0,4.0,Orthodox,185.42,219.0,,30.0
5058,5058,Geza Kalman,Dieusel Berto,Joe Hamilton,1996-07-12,"Birmingham, Alabama, USA",Red,Open Weight,2,0.0,0.0,0.0,,175.26,200.0,0.0,0.0,0.0,,185.42,200.0,,
5059,5059,Dan Severn,Ken Shamrock,John McCarthy,1996-05-17,"Detroit, Michigan, USA",Red,Catch Weight,3,3.0,10.0,5.0,Orthodox,185.42,205.0,2.0,11.0,8.0,Southpaw,187.96,250.0,32.0,37.0
5060,5060,Don Frye,Amaury Bitetti,John McCarthy,1996-05-17,"Detroit, Michigan, USA",Red,Open Weight,2,0.0,0.0,0.0,Orthodox,175.26,185.0,0.0,3.0,3.0,Orthodox,185.42,219.0,,30.0
5061,5061,Mark Hall,Koji Kitao,John McCarthy,1996-05-17,"Detroit, Michigan, USA",Red,Open Weight,2,0.0,0.0,0.0,Southpaw,200.66,350.0,1.0,2.0,1.0,Orthodox,182.88,190.0,32.0,
5062,5062,Mark Schultz,Gary Goodridge,John McCarthy,1996-05-17,"Detroit, Michigan, USA",Red,Open Weight,2,1.0,3.0,2.0,Orthodox,190.5,249.0,0.0,0.0,0.0,Orthodox,175.26,200.0,30.0,
5063,5063,Rafael Carino,Matt Andersen,John McCarthy,1996-05-17,"Detroit, Michigan, USA",Red,Open Weight,2,0.0,0.0,0.0,Southpaw,187.96,230.0,0.0,0.0,0.0,Orthodox,203.2,245.0,24.0,
5064,5064,Cal Worsham,Zane Frazier,John McCarthy,1996-05-17,"Detroit, Michigan, USA",Red,Open Weight,2,1.0,1.0,0.0,Orthodox,195.58,250.0,1.0,1.0,0.0,Orthodox,180.34,230.0,,
5065,5065,Steve Nelmark,Tai Bowden,Joe Hamilton,1996-05-17,"Detroit, Michigan, USA",Red,Open Weight,2,0.0,0.0,0.0,,180.34,230.0,0.0,0.0,0.0,Orthodox,182.88,240.0,,
5066,5066,Don Frye,Gary Goodridge,John McCarthy,1996-02-16,"San Juan, Puerto Rico",Red,Catch Weight,3,0.0,2.0,2.0,Orthodox,190.5,249.0,0.0,2.0,2.0,Orthodox,185.42,219.0,30.0,30.0
5067,5067,Ken Shamrock,Kimo Leopoldo,John McCarthy,1996-02-16,"San Juan, Puerto Rico",Red,Catch Weight,3,1.0,1.0,0.0,Orthodox,190.5,235.0,3.0,9.0,4.0,Orthodox,185.42,205.0,28.0,32.0
5068,5068,Gary Goodridge,Jerry Bohlander,John McCarthy,1996-02-16,"San Juan, Puerto Rico",Red,Open Weight,1,0.0,1.0,1.0,Orthodox,180.34,199.0,0.0,1.0,1.0,Orthodox,190.5,249.0,22.0,30.0
5069,5069,Don Frye,Sam Adkins,John McCarthy,1996-02-16,"San Juan, Puerto Rico",Red,Open Weight,1,0.0,0.0,0.0,Orthodox,190.5,225.0,0.0,1.0,1.0,Orthodox,185.42,219.0,30.0,30.0
5070,5070,Gary Goodridge,Paul Herrera,John McCarthy,1996-02-16,"San Juan, Puerto Rico",Red,Open Weight,1,0.0,0.0,0.0,Orthodox,177.8,185.0,0.0,0.0,0.0,Orthodox,190.5,249.0,,30.0
5071,5071,Jerry Bohlander,Scott Ferrozzo,John McCarthy,1996-02-16,"San Juan, Puerto Rico",Red,Open Weight,1,0.0,0.0,0.0,Orthodox,180.34,323.0,0.0,0.0,0.0,Orthodox,180.34,199.0,30.0,22.0
5072,5072,Paul Varelans,Joe Moreira,John McCarthy,1996-02-16,"San Juan, Puerto Rico",Red,Open Weight,1,0.0,0.0,0.0,Southpaw,180.34,195.0,3.0,6.0,3.0,Orthodox,203.2,300.0,,
5073,5073,Don Frye,Thomas Ramirez,John McCarthy,1996-02-16,"San Juan, Puerto Rico",Red,Open Weight,1,0.0,0.0,0.0,Sideways,185.42,410.0,0.0,0.0,0.0,Orthodox,185.42,219.0,,30.0
5074,5074,Dan Severn,Oleg Taktarov,John McCarthy,1995-12-16,"Denver, Colorado, USA",Red,Catch Weight,2,2.0,9.0,6.0,Orthodox,182.88,210.0,2.0,9.0,7.0,Southpaw,187.96,250.0,28.0,37.0
5075,5075,Oleg Taktarov,Marco Ruas,John McCarthy,1995-12-16,"Denver, Colorado, USA",Red,Open Weight,1,0.0,4.0,4.0,Orthodox,185.42,210.0,2.0,8.0,5.0,Orthodox,182.88,210.0,34.0,28.0
5076,5076,Dan Severn,David Abbott,John McCarthy,1995-12-16,"Denver, Colorado, USA",Red,Open Weight,1,1.0,4.0,3.0,Switch,182.88,265.0,2.0,8.0,6.0,Southpaw,187.96,250.0,,37.0
5077,5077,Oleg Taktarov,Dave Beneteau,John McCarthy,1995-12-16,"Denver, Colorado, USA",Red,Open Weight,1,2.0,4.0,2.0,Orthodox,187.96,250.0,2.0,7.0,4.0,Orthodox,182.88,210.0,,28.0
5078,5078,Marco Ruas,Keith Hackney,John McCarthy,1995-12-16,"Denver, Colorado, USA",Red,Open Weight,1,1.0,3.0,2.0,Sideways,180.34,200.0,0.0,3.0,3.0,Orthodox,185.42,210.0,,34.0
5079,5079,Dan Severn,Paul Varelans,John McCarthy,1995-12-16,"Denver, Colorado, USA",Red,Open Weight,1,2.0,5.0,3.0,Orthodox,203.2,300.0,2.0,7.0,5.0,Southpaw,187.96,250.0,,37.0
5080,5080,David Abbott,Steve Jennum,John McCarthy,1995-12-16,"Denver, Colorado, USA",Red,Open Weight,1,0.0,2.0,2.0,Orthodox,177.8,215.0,1.0,3.0,2.0,Switch,182.88,265.0,,
5081,5081,Marco Ruas,Paul Varelans,John McCarthy,1995-09-08,"Buffalo, New York, USA",Red,Catch Weight,2,1.0,4.0,3.0,Orthodox,203.2,300.0,0.0,2.0,2.0,Orthodox,185.42,210.0,,34.0
